Name,Latitude,Longitude,Parroquia,Tipus,Date,Marker,Link to the inventory,Explore,Level of protection,Link Picture,Image source,Id_culture,Property,Style,Historical Periods,Visitable,Visible online,Catalog code parròquia,Link TripAdvisor,Link Wikipedia,Link parròquia,Link VisitAndorra,Architect- Artist,Notes
Església de Sant Roc de Sornàs,42.565078,1.527784,Ordino,church,1750,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=46,"https://www.google.com/maps/place/Sant+Roc+de+Sorn%C3%A0s/@42.5650784,1.5277843,3a,75y,22.22h,90t/data=!3m6!1e1!3m4!1s5FkGH2v_g5EAAAQfCQXsfQ!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x27ce0477dbd9f0f1!8m2!3d42.5650776!4d1.5277836!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/34.jpg,Patrimoni Cultural d'Andorra,46,Public,Religious popular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,349,https://www.tripadvisor.com/Attraction_Review-g2399826-d10670330-Reviews-Iglesia_de_San_Roc_de_Sornas-Sornas_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Sant_Roc_de_Sorn%C3%A0s,http://www.ordino.ad/turisme/que-visitar/esglesies,http://visitandorra.com/en/culture/church-of-sant-roc-de-sornas/,,
Casa d'Areny-Plandolit,42.55665642,1.533973997,Ordino,house,"1633, 1800-1900",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=47,"https://www.google.ad/maps/place/Museu+Casa+d'Areny-Plandolit/@42.5566529,1.533919,3a,75y,113.26h,90t/data=!3m6!1e1!3m4!1spjI9aaPEOE8AAAQXCLYX7w!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xb3919fc7f578e5e6!8m2!3d42.556679!4d1.533986!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/35.jpg,Patrimoni Cultural d'Andorra,47,Public,vernacular architecture,"Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",Yes,Visible,408,https://www.tripadvisor.com/Attraction_Review-g2385370-d3523914-Reviews-Museu_Casa_d_Areny_Plandolit-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Casa_d%27Areny-Plandolit,http://www.ordino.ad/turisme/que-visitar/centre-historic,http://visitandorra.com/en/culture/casa-d-areny-plandolit-museum/,,
Mola i serradora de cal Pal,42.57688,1.517844,Ordino,"mill, sawmill",1500-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=48,"https://www.google.com/maps/place/Mola+i+Serradora+de+Cal+Pal/@42.5768716,1.5178175,3a,75y,322.54h,90t/data=!3m6!1e1!3m4!1soPPV8-Dv8mIAAAQfCNdPwg!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x72121cc0edac7355!8m2!3d42.5768799!4d1.5178439!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/36.jpg,Patrimoni Cultural d'Andorra,48,Public,vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),Yes,Visible,225,https://www.tripadvisor.com/Attraction_Review-g190399-d2385169-Reviews-Cal_Pal_Mill_and_Sawmill-La_Cortinada_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Cal_Pal,http://www.ordino.ad/turisme/que-visitar/ruta-de-laigua,http://visitandorra.com/en/culture/cal-pal-mill-and-saw-works/,,
Casa Rossell,42.5562825,1.5338139,Ordino,house,1611,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=49,,BIC Monuments,http://www.cultura.ad/banc/img/Grans/37.jpg,Patrimoni Cultural d'Andorra,49,Public,vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,420,https://www.tripadvisor.com/Attraction_Review-g2385370-d11774924-Reviews-Casa_Rossell-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Casa_Rossell,http://www.ordino.ad/turisme/que-visitar/centre-historic,,,
Església de Santa Bàrbara d'Ordino,42.5555439,1.5292856,Ordino,church,1600-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=50,"https://www.google.com/maps/@42.5555441,1.5292822,3a,75y,74.97h,90t/data=!3m6!1e1!3m4!1sryPuMructV4AAAQfCU-ViA!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/38.jpg,Patrimoni Cultural d'Andorra,50,Public,Religious popular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,554,https://www.tripadvisor.com/Attraction_Review-g2385370-d10670625-Reviews-Iglesia_de_Santa_Barbara-Ordino_Ordino_Parish.html,https://en.wikipedia.org/wiki/Esgl%C3%A9sia_de_Santa_B%C3%A0rbara_d%27Ordino,http://www.ordino.ad/turisme/que-visitar/esglesies,,,
Cabanes del Castellar,42.6334367,1.5114237,Ordino,cabin,1800-2000,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=51,,BIC Architectural Ensamble,http://www.cultura.ad/banc/img/Grans/39.jpg,Patrimoni Cultural d'Andorra,51,Public,vernacular architecture,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,s/n,https://www.tripadvisor.com.au/Attraction_Review-g2385370-d11774954-Reviews-Cabanes_del_Castellar-Ordino_Ordino_Parish.html,,,,,
Església de Sant Miquel d'Ansalonga,42.5684429,1.5215663,Ordino,church,1600-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=52,"https://www.google.com/maps/@42.5684411,1.5215706,3a,75y,230.39h,90t/data=!3m6!1e1!3m4!1s44XQQRbdfMkAAAQfCXp3yQ!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/40.jpg,Patrimoni Cultural d'Andorra,52,Public,Religious popular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,291,,https://ca.wikipedia.org/wiki/Sant_Miquel_d%27Ansalonga,http://www.ordino.ad/turisme/que-visitar/esglesies,,,
Colomer de casa Rossell,42.5563506,1.5340075,Ordino,dovecote,1700-1800,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=53,"https://www.google.com/maps/@42.5563324,1.5339812,3a,75y,323.42h,90t/data=!3m6!1e1!3m4!1sPA18oeiytxAAAAQfCW8Y7A!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/41.jpg,Patrimoni Cultural d'Andorra,53,Public,vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,,https://www.tripadvisor.com/Attraction_Review-g2385370-d11774924-Reviews-Casa_Rossell-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Casa_Rossell,http://www.ordino.ad/turisme/que-visitar/centre-historic,,,
Capella de casa Rossell,42.556287,1.533935,Ordino,chapel,1779,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=54,"https://www.google.com/maps/@42.5562848,1.5339155,3a,75y,74.33h,90t/data=!3m6!1e1!3m4!1sjez-SdZQMjgAAAQfCW8eXg!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/42.jpg,Patrimoni Cultural d'Andorra,54,Public,Religious popular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,419,https://www.tripadvisor.com/Attraction_Review-g2385370-d11774999-Reviews-Capilla_de_la_Casa_Rossell-Ordino_Ordino_Parish.html,https://ca.wikipedia.org/wiki/Capella_de_casa_Rossell,http://www.ordino.ad/turisme/que-visitar/esglesies,,,
Hotel Casamanya,42.555556,1.533889,Ordino,hotel,1954-1957,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=87,,BI,http://www.cultura.ad/banc/img/Grans/75.jpg,Patrimoni Cultural d'Andorra,87,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,461,,,,,,
Escoles d'Ordino,42.556155,1.535527,Ordino,school,1963-1965,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=88,,BI,http://www.cultura.ad/banc/img/Grans/127.jpg,Patrimoni Cultural d'Andorra,88,Public,Granite Architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,,,,,Josep Canela,
Gravats de la Terra de la Mola,42.5608097,1.531601675,Ordino,engravings,unknown,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=129,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/117.jpg,Patrimoni Cultural d'Andorra,129,Public-Private,,,No,invisible,,,,,,,
Gravats de Sornàs,42.565278,1.527778,Ordino,engravings,unknown,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=130,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/118.jpg,Patrimoni Cultural d'Andorra,130,Public-Private,,,No,invisible,,,,,,,
Mine of Llorts,42.599813,1.5327779,Ordino,mine,1842-1846,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=131,"https://www.google.nl/maps/place/Mina+de+Llorts/@42.5997343,1.5325641,3a,75y,23h,90t/data=!3m8!1e1!3m6!1sUlSiM2vqp0IAAAQfCNlPhQ!2e0!3e2!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DUlSiM2vqp0IAAAQfCNlPhQ%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D129%26h%3D106%26yaw%3D23.71927%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m5!3m4!1s0x12af60bd7b617bdb:0x96188e997d3e8e27!8m2!3d42.599813!4d1.5327779!6m1!1e1",BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/119.jpg,Patrimoni Cultural d'Andorra,131,Public-Private,,Late modern period: 1793-1970 (19th to 20th century aprox.),Yes,Visible,,,https://ca.wikipedia.org/wiki/Mina_de_Ferro_de_Llorts,http://www.ordino.ad/turisme/que-visitar/ruta-del-ferro,http://visitandorra.com/en/culture/llorts-mine/,,
Mina de la cabana dels Meners,42.620982,1.602386,Ordino,mine,1700-1900,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=132,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/126.jpg,Patrimoni Cultural d'Andorra,132,Public,,Late modern period: 1793-1970 (19th to 20th century aprox.),,Visible,,,,,,,
Cal Batlle i la seva era,42.575532,1.519416,Ordino,house,1400-1900,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=147,,BI,http://www.cultura.ad/banc/img/Grans/136.jpg,Patrimoni Cultural d'Andorra,147,Public,vernacular architecture,"Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,,,https://en.wikipedia.org/wiki/Cal_Batlle,,http://visitandorra.com/en/sleeping/cal-batlle-country-house/,,
La casa Blanca de Segudet i annexes,42.557611,1.538028,Ordino,house,1500-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=149,,BI,http://www.cultura.ad/banc/img/Grans/138.jpg,Patrimoni Cultural d'Andorra,149,Private,vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,606,,https://ca.wikipedia.org/wiki/Casa_Blanca_(Segudet),,,,
Cal Pal,42.575889,1.518917,Ordino,house,1400-1900,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=165,,BI,http://www.cultura.ad/banc/img/Grans/156.jpg,Patrimoni Cultural d'Andorra,165,Private,vernacular architecture,"Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.)",No,Visible,251,,https://ca.wikipedia.org/wiki/Cal_Pal,,,,
Pont d'Ordino,42.6068667,1.5370095,Ordino,bridge,1900-2000,,,"https://www.google.com/maps/@42.6067839,1.536943,3a,16.8y,82.43h,79.16t/data=!3m6!1e1!3m4!1sc4n7RDoKcpSB2Mo3ZAIeWA!2e0!7i13312!8i6656",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pont_d%27Ordino.jpg/1280px-Pont_d%27Ordino.jpg,Joan Simon,,Public,,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,,,https://ca.wikipedia.org/wiki/Pont_d%27Ordino,http://www.ordino.ad/turisme/que-visitar/ruta-de-laigua,http://visitandorra.com/en/winter/culture/ordino-bridge/,,
Església de Sant Julià i Sant Germà de Lòria,42.46377,1.490972,Sant Julià de Lòria,parish church,"1100-1200, 1700-1800, 1900-2000",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=26,"https://www.google.com/maps/place/Sant+Juli%C3%A0+i+Sant+Germ%C3%A0+de+L%C3%B2ria/@42.4637675,1.4910022,3a,75y,177.02h,90t/data=!3m6!1e1!3m4!1s-qja7OiBwAwAAAQfCLo0AA!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x579b9724814c3977!8m2!3d42.4637702!4d1.4909722!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/55.jpg,Patrimoni Cultural d'Andorra,26,Public,"Romanic, Religious vernacular architecture, Granite Architecture","Middle Ages: AD 500-1492 (6th to 15th century), Early modern period: 1492-1793 (16th to 18th century), Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Yes,Visible,A-1,https://www.tripadvisor.com/Attraction_Review-g2385375-d10379105-Reviews-Sant_Julia_y_Sant_Germa-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Juli%C3%A0_i_Sant_Germ%C3%A0_de_L%C3%B2ria,http://www.santjulia.ad/turisme-punts-d-interes/campanar-de-l-esglesia-de-sant-julia-i-sant-germa,http://visitandorra.com/en/culture/church-of-sant-julia-i-sant-germa/,,
Església de Sant Esteve de Bixessarri,42.48307,1.458495,Sant Julià de Lòria,church,1701,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=66,"https://www.google.com/maps/place/Sant+Esteve+de+Bixessarri/@42.4825926,1.4587665,3a,75y,51h,90t/data=!3m8!1e1!3m6!1ssUxPMzZ9vnQAAAQfCNdNMg!2e0!3e2!6s%2F%2Fgeo0.ggpht.com%2Fcbk%3Fpanoid%3DsUxPMzZ9vnQAAAQfCNdNMg%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D129%26h%3D106%26yaw%3D51.481583%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m5!3m4!1s0x0:0x47c09555ff811d1b!8m2!3d42.4826048!4d1.4587803!6m1!1e1?expflags=enable_star_based_justifications:true&hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/54.jpg,Patrimoni Cultural d'Andorra,66,Public,Religious vernacular architecture,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,A-2,https://www.tripadvisor.com/Attraction_Review-g2385294-d10670411-Reviews-Iglesia_San_Esteve_de_Bixessarri-Bixessarri_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Esteve_de_Bixessarri,,http://visitandorra.com/en/culture/church-of-sant-esteve-de-bixessarri/,,
Santuari de la Mare de Déu de Canòlic,42.474476,1.451924,Sant Julià de Lòria,sanctuary,1600-1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=67,"https://www.google.com/maps/place/Santuari+de+la+Mare+de+D%C3%A9u+de+Can%C3%B2lich/@42.4745901,1.4522194,3a,75y,225.52h,90t/data=!3m6!1e1!3m4!1sQA40_ke4TXgAAAQfCLlc8Q!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0x4a79f7deb299b1d1!8m2!3d42.4744741!4d1.452121!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/56.jpg,Patrimoni Cultural d'Andorra,67,Public,Religious vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,A-3,https://www.tripadvisor.com/Attraction_Review-g2385375-d11775251-Reviews-Santuario_de_Canolich-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Mare_de_D%C3%A9u_de_Can%C3%B2lic,http://www.santjulia.ad/media/turisme/Itineraris-guiats-2013.pdf#page=13,http://visitandorra.com/en/culture/canolich-sanctuary/,,
Església de Sant Miquel de Fontaneda,42.454341,1.46349,Sant Julià de Lòria,church,1100 -1300,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=68,"https://www.google.com/maps/@42.4543449,1.4634996,3a,53.1y,61.6h,87.22t/data=!3m6!1e1!3m4!1s1xMpEWS6CooAAAQfCNj44g!2e0!7i13312!8i6656",BIC Monuments,http://www.cultura.ad/banc/img/Grans/57.jpg,Patrimoni Cultural d'Andorra,68,Public,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,A-6,https://www.tripadvisor.com/Attraction_Review-g2399822-d3573682-Reviews-Sant_Miquel_de_Fontaneda-Fontaneda_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Miquel_de_Fontaneda,,http://visitandorra.com/en/culture/church-of-sant-miquel-de-fontaneda/,,
Església de Sant Serni de Nagol,42.469549,1.501023,Sant Julià de Lòria,church,1000-1100,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=69,"https://www.google.com/maps/place/Sant+Cerni+de+Nagol/@42.4695744,1.5008233,3a,75y,61.79h,90t/data=!3m6!1e1!3m4!1si8_y3Vo3gLQAAAQfCTKjgw!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xf6575b77d53e4233!8m2!3d42.4695491!4d1.5010234!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/58.jpg,Patrimoni Cultural d'Andorra,69,Public,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),Yes in summer,Visible,A-4,https://www.tripadvisor.com/Attraction_Review-g2399810-d2384805-Reviews-Sant_Serni_de_Nagol_Church-Nagol_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Serni_de_Nagol,http://www.santjulia.ad/media/turisme/Itineraris-guiats-2013.pdf#page=17,http://visitandorra.com/en/culture/church-of-sant-serni-de-nagol/,,
Església de Sant Martí de Nagol,42.47493,1.493506,Sant Julià de Lòria,church,1000 -1100,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=70,"https://www.google.com/maps/place/Sant+Mart%C3%AD+de+Nagol/@42.4749255,1.4935088,3a,75y,249h,90t/data=!3m6!1e1!3m4!1sEt4npc0T0-wAAAQfCNdPgQ!2e0!7i13312!8i6656!4m12!1m6!3m5!1s0x0:0xae0d4589e718ee19!2sPont+de+la+Margineda!8m2!3d42.4841967!4d1.492019!3m4!1s0x0:0x571d96f16cbe5c3e!8m2!3d42.4749299!4d1.493515!6m1!1e1",BIC Monuments,http://www.cultura.ad/banc/img/Grans/59.jpg,Patrimoni Cultural d'Andorra,70,Public,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,A-5,https://www.tripadvisor.com/Attraction_Review-g2399810-d10671024-Reviews-Iglesia_San_Marti_de_Nagol-Nagol_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Mart%C3%AD_de_Nagol,,http://visitandorra.com/en/culture/church-of-sant-marti-de-nagol/,,
Església de Sant Pere d'Aixirivall,42.462752,1.501933,Sant Julià de Lòria,church,1603,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=71,"https://www.google.com/maps/place/Sant+Pere+d'Aixirivall/@42.4628134,1.5019282,3a,75y,141.44h,90t/data=!3m6!1e1!3m4!1sK5aTONyzYecAAAQfCNmDRw!2e0!7i13312!8i6656!4m5!3m4!1s0x0:0xf4258edc180d1f0c!8m2!3d42.4627524!4d1.5019332!6m1!1e1?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/60.jpg,Patrimoni Cultural d'Andorra,71,Public,Aquitectura religiosa vernácula,Early modern period: 1492-1793 (16th to 18th century),No,Visible,A-8,https://www.tripadvisor.com/Attraction_Review-g2399830-d10670885-Reviews-Iglesia_San_Pere_d_Aixirivall-Aixirivall_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Pere_d%27Aixirivall,,http://visitandorra.com/en/culture/church-of-sant-pere-d-aixirivall/,,
Església de Sant Romà d'Aubinyà,42.45325,1.496444,Sant Julià de Lòria,church,1600 – 1700,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=72,"https://www.google.com/maps/place/42%C2%B027'11.7%22N+1%C2%B029'47.2%22E/@42.4532434,1.4964217,3a,75y,106.01h,90t/data=!3m8!1e1!3m6!1s6C3Ybdn-RFsAAAQfCNdQiA!2e0!3e2!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3D6C3Ybdn-RFsAAAQfCNdQiA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D47.292686%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m5!3m4!1s0x0:0x0!8m2!3d42.453254!4d1.496445?hl",BIC Monuments,http://www.cultura.ad/banc/img/Grans/61.jpg,Patrimoni Cultural d'Andorra,72,Public,Aquitectura religiosa vernácula,Early modern period: 1492-1793 (16th to 18th century),No,Visible,A-7,https://www.tripadvisor.com/Attraction_Review-g2385375-d10388852-Reviews-Chapel_of_Sant_Roma_D_Auvinya-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,,,http://visitandorra.com/en/culture/chapel-of-sant-roma-d-auvinya/,Cèsar Martinell,
Casa Bonet,42.468798,1.493371,Sant Julià de Lòria,multi-family housing,1947-1949,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=103,,BI,http://www.cultura.ad/banc/img/Grans/90.jpg,Patrimoni Cultural d'Andorra,103,Private,Arquitectua de granit,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,,https://en.wikipedia.org/wiki/Casa_Bonet_(Andorra),,,,
Casa Balletbó,42.468639,1.493424,Sant Julià de Lòria,multi-family housing,1950,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=104,,BI,http://www.cultura.ad/banc/img/Grans/91.jpg,Patrimoni Cultural d'Andorra,104,Private,Arquitectura de granit,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,https://www.tripadvisor.com/Attraction_Review-g2385375-d12002487-Reviews-Casa_Balletbo-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,https://en.wikipedia.org/wiki/Casa_Balletb%C3%B3,,,,
Pont nou de la Margineda,42.483483,1.490179,Sant Julià de Lòria,bridge,1900 – 2000,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=105,,BI,http://www.cultura.ad/banc/img/Grans/92.jpg,Patrimoni Cultural d'Andorra,105,Public,Arquitectura de granit,"Late modern period: 1793-1970 (19th to 20th century aprox.), Actual: 1970 - now",Sí,Visible,B-6,,,,,,"Andorra la Vella, Sant Julià de Lòria"
Escola Andorrana de Sant Julià de Lòria,42.4649319,1.4933162,Sant Julià de Lòria,school,1963-1965,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=106,,BI,http://www.cultura.ad/banc/img/Grans/93.jpg,Patrimoni Cultural d'Andorra,106,Public,Arquitectura de granit,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,,,,,,
Balma de la Margineda,42.4820017,1.4883391,Sant Julià de Lòria,balma,"12000-5300 BC, 400–700, 1500-1800",,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=135,,BIC Archaeological Sites,http://www.cultura.ad/banc/img/Grans/122.jpg,Patrimoni Cultural d'Andorra,135,"Public, Private",,"Epipaleolithic:  11000 BC -6100 BC, Neolithic: 6100 BC -2500 BC, Bronze Age: 2500 BC-650 BC,  Iron Age: 650 BC-1 BC, Early modern period: 1492-1793 (16th to 18th century)",Yes in summer,Visible,,https://www.tripadvisor.com/Attraction_Review-g190392-d11775270-Reviews-Balma_de_la_Margineda-Andorra_la_Vella_Andorra_la_Vella_Parish.html,,http://www.santjulia.ad/media/turisme/Itineraris-guiats-2013.pdf#page=17,http://visitandorra.com/en/culture/la-margineda-archaeological-site/,,
Casa Ivo,42.465917,1.491667,Sant Julià de Lòria,house,1943,,http://www.cultura.ad/banc/Cerca3_Inventari.php?id=142,,BI,http://www.cultura.ad/banc/img/Grans/131.jpg,Patrimoni Cultural d'Andorra,142,Private,Arquitectura de granit,Late modern period: 1793-1970 (19th to 20th century aprox.),No,Visible,,,,,,,
Capella de la Mare de Déu de les Neus de Llumeneres,42.472461,1.51105,Sant Julià de Lòria,chapel,1769,,,,,http://visitandorra.com/var/andorra/storage/images/www.andorra.ad/multimedia/galeria-multimedia/esglesies-d-andorra/capella-de-la-mare-de-deu-de-les-neus-de-llumeneres/4459110-7-cat-ES/capella-de-la-mare-de-deu-de-les-neus-de-llumeneres.jpg,Andorra Turisme,,Private,Religious vernacular architecture,Early modern period: 1492-1793 (16th to 18th century),No,Visible,,https://www.tripadvisor.com/Attraction_Review-g2385375-d10670463-Reviews-Capilla_Nuestra_Senora_de_les_Neus_de_Llumeneres-Sant_Julia_de_Loria_Sant_Julia.html,,,http://visitandorra.com/en/culture/chapel-of-mare-de-deu-de-les-neus-de-llumeneres/,,
Església Sant Mateu de Pui d’Olivesa a,42.459834,1.486017,Sant Julià de Lòria,chapel,1000-1100,,,,,http://m1.visitandorra.com/var/andorra/storage/images/www.andorra.ad/cultura/capella-de-sant-mateu-de-pui-d-olivesa/268638-29-cat-ES/capella-de-sant-mateu-de-pui-d-olivesa_img_gallery_full_page.jpg,Andorra Turisme,,Private,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,B2,https://www.tripadvisor.com/Attraction_Review-g2385375-d10447054-Reviews-Sant_Mateu_de_Pui_d_Olivesa-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,,,http://visitandorra.com/en/culture/chapel-of-sant-mateu-de-pui-d-olivesa/,,
Església Sant Esteve de el Mas d'Alins,42.4420243,1.4493121,Sant Julià de Lòria,chapel,1100 -1200,,,,,http://m1.visitandorra.com/var/andorra/storage/images/www.andorra.ad/cultura/esglesia-de-sant-esteve-del-mas-d-alins/268551-56-cat-ES/esglesia-de-sant-esteve-del-mas-d-alins_img_gallery_full_page.jpg,Andorra Turisme,,Private,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,B1,https://www.tripadvisor.com/Attraction_Review-g2385375-d10417330-Reviews-Sant_Esteve_del_Mas_d_Alins-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,,,http://visitandorra.com/nl/cultuur/church-of-sant-esteve-de-el-mas-d-alins/,,
Església Sant Esteve de Juberri,42.4401682,1.4900284,Sant Julià de Lòria,chapel,1100-1300,,,,,http://visitandorra.com/var/andorra/storage/images/www.andorra.ad/multimedia/galeria-multimedia/esglesies-d-andorra/esglesia-de-sant-esteve-de-juberri/4471978-7-cat-ES/esglesia-de-sant-esteve-de-juberri.jpg,Andorra Turisme,,Private,Romanic,Middle Ages: AD 500-1492 (6th to 15th century),No,Visible,B3,https://www.tripadvisor.com/Attraction_Review-g2385375-d10387875-Reviews-Sant_Esteve_de_Juberri-Sant_Julia_de_Loria_Sant_Julia_de_Loria_Parish.html,https://ca.wikipedia.org/wiki/Sant_Esteve_de_Juverri,,http://visitandorra.com/en/culture/church-of-sant-esteve-de-juberri/,,
